model,size,quant,domain,agent_failed_mean,avg_tool_calls_mean,avg_tool_calls_std,avg_turns_mean,avg_turns_std,completed_failure_rate_mean,completed_failure_rate_std,completed_failures_mean,completion_rate_mean,completion_rate_std,cpu_energy_mean,cpu_energy_std,cpu_mean,cpu_std,energy_mean,energy_per_action_mean,energy_per_action_std,energy_per_success_mean,energy_per_success_std,energy_per_task_mean,energy_per_task_std,energy_std,error_rate_mean,error_rate_std,errors_mean,failure_rate_mean,failure_rate_std,failures_mean,gpu_energy_mean,gpu_energy_std,gpu_mem_mean,gpu_mem_std,gpu_power_mean,gpu_power_std,gpu_util_mean,gpu_util_std,ia_failures_mean,ia_rate_mean,ia_rate_std,if_failures_mean,if_rate_mean,if_rate_std,interact_failed_mean,mean_reward_mean,mean_reward_std,ram_mean,ram_std,runs_completed_mean,start_failed_mean,success_rate_mean,success_rate_std,successes_mean,task_error_rate_mean,task_error_rate_std,task_errors_mean,tle_failures_mean,tle_rate_mean,tle_rate_std,total_tasks
ministral3,8B,q4_k_m,webshop,0.0,3.943333,0.184044,8.948333,0.363922,0.031667,0.002357,6.333333,1.0,0.0,102188.423571,3959.869575,4.895692,0.09966,460687.073738,584.465543,16.887471,2818.48466,183.746987,2303.435369,101.907923,20381.584608,0.0,0.0,0.0,0.181667,0.016499,36.333333,358498.650167,19415.743091,11546.824934,44.665614,119.348517,1.991872,23.481829,0.53316,0.0,0.0,0.0,26.666667,0.133333,0.020548,0.0,0.620047,0.010393,149.327826,2.073045,200.0,0.0,0.818333,0.016499,163.666667,0.0,0.0,0.0,3.333333,0.016667,0.006236,200
ministral3,8B,q8_0,alfworld,0.0,6.669725,0.0,13.798165,0.0,0.0,0.0,0.0,1.0,0.0,66419.876077,5601.157418,5.187933,0.138653,305593.887743,420.349227,6.211886,152796.943872,2258.02065,2803.613649,41.431572,4516.041299,0.0,0.0,0.0,0.981651,0.0,107.0,239174.011667,1097.781862,14903.782961,49.590001,131.127709,1.073123,29.053299,0.107636,101.0,0.926606,0.0,2.0,0.018349,0.0,0.0,1.0,0.0,148.23046,1.973193,109.0,0.0,0.018349,0.0,2.0,0.0,0.0,0.0,4.0,0.036697,0.0,109
ministral3,8B,q8_0,dbbench,0.0,4.381111,0.051448,8.564444,0.060267,0.346667,0.0,104.0,1.0,0.0,230998.276483,4151.866546,5.14979,0.097647,1093161.993649,831.679197,3.902267,15644.38415,795.005055,3643.873312,59.411745,17823.523462,0.0,0.0,0.0,0.766667,0.008165,230.0,862163.717167,15865.719195,14962.77584,58.768032,139.572377,0.775027,32.530993,0.345142,0.0,0.0,0.0,119.666667,0.398889,0.008315,0.0,1.0,0.0,304.152967,216.331291,300.0,0.0,0.233333,0.008165,70.0,0.0,0.0,0.0,6.0,0.02,0.0,300
ministral3,8B,q8_0,os,5.0,3.119757,0.133192,6.898326,0.196151,0.368056,0.03449,53.0,0.958333,0.024715,163633.826685,57257.585754,5.398097,0.394006,787008.669852,1879.292268,770.936584,45067.475146,19594.238947,5465.337985,2029.548709,292255.014106,0.041667,0.024715,6.0,0.831019,0.011803,119.666667,623374.843167,234999.221163,13788.0541,1712.616059,136.749194,13.693027,32.095079,5.416345,0.0,0.0,0.0,10.0,0.069444,0.015002,1.0,1.0,0.0,294.833611,209.174472,138.0,0.0,0.127315,0.014269,18.333333,0.083333,0.00567,12.0,44.666667,0.310185,0.03601,144
ministral3,8B,q8_0,webshop,0.0,4.015,0.030822,9.105,0.01633,0.035,0.008165,7.0,1.0,0.0,130532.804332,8121.008936,5.286507,0.071995,622472.570666,775.362669,27.156231,3947.783971,98.232571,3112.362853,88.779039,17755.807877,0.0,0.0,0.0,0.211667,0.006236,42.333333,491939.766333,11245.475393,14940.167766,60.013026,141.658096,1.065575,32.838569,0.190252,0.0,0.0,0.0,22.333333,0.111667,0.012472,0.0,0.633232,0.003339,149.838526,1.832315,200.0,0.0,0.788333,0.006236,157.666667,0.0,0.0,0.0,13.0,0.065,0.010801,200
qwen3,4B,bf16,alfworld,0.0,14.850153,0.004325,31.293578,0.0,0.0,0.0,0.0,1.0,0.0,624885.132887,2114.867308,7.68968,0.053891,4532034.185387,2799.855595,4.635896,277707.971247,8202.920529,41578.295279,76.482616,8336.605138,0.0,0.0,0.0,0.850153,0.004325,92.666667,3907149.0525,9586.772859,13750.367315,51.57564,254.649064,0.361229,84.54393,0.327839,29.666667,0.272171,0.004325,8.0,0.073394,0.0,0.0,1.0,0.0,150.907995,1.838105,109.0,0.0,0.149847,0.004325,16.333333,0.0,0.0,0.0,55.0,0.504587,0.0,109
qwen3,4B,bf16,dbbench,0.333333,2.569487,0.059952,5.699632,0.054841,0.466667,0.002722,140.0,0.998889,0.001571,903862.109531,26884.801679,7.317776,0.033106,6505632.036531,8454.357914,327.610293,46362.103504,1399.956894,21685.440122,599.807698,179942.309436,0.001111,0.001571,0.333333,0.531111,0.001571,159.333333,5601769.927,153122.828638,13775.911164,32.561492,247.8542,0.172031,82.910307,0.082838,0.0,0.0,0.0,1.333333,0.004444,0.001571,0.0,1.0,0.0,306.11721,217.362481,299.666667,0.0,0.467778,0.001571,140.333333,0.0,0.0,0.0,18.0,0.06,0.004714,300
qwen3,4B,bf16,os,2.0,2.997551,0.027217,6.397001,0.028128,0.421296,0.003274,60.666667,0.979167,0.009821,732384.740296,32909.388364,7.513011,0.040168,5398662.222296,12782.577077,724.935899,103852.322827,4911.715232,37490.709877,1631.154703,234886.277196,0.020833,0.009821,3.0,0.618056,0.01134,89.0,4666277.482,202076.112951,13776.701365,63.384737,254.814482,0.295754,85.328648,0.095859,0.0,0.0,0.0,7.0,0.048611,0.009821,1.0,1.0,0.0,306.63896,218.777041,141.0,0.0,0.361111,0.00567,52.0,0.016204,0.003274,2.333333,19.0,0.131944,0.0,144
qwen3,4B,bf16,webshop,1.0,5.860938,0.11604,12.307497,0.241681,0.023333,0.006236,4.666667,0.993333,0.002357,809586.304347,26352.633588,7.444773,0.028436,5968903.475347,5124.55573,118.099942,39595.194351,2500.955694,29844.517377,1192.180586,238436.117157,0.006667,0.002357,1.333333,0.238333,0.022485,47.666667,5159317.171,212430.029287,13741.270562,52.081754,254.889779,1.059624,84.272433,0.332845,0.0,0.0,0.0,8.333333,0.041667,0.011785,0.0,0.630619,0.016583,152.572656,2.026513,198.666667,0.333333,0.755,0.024495,151.0,0.0,0.0,0.0,34.666667,0.173333,0.014337,200
qwen3,4B,q4_k_m,alfworld,0.0,15.211009,0.0,31.926606,0.0,0.0,0.0,0.0,1.0,0.0,309925.760148,2212.310034,8.236952,0.013092,2172114.590148,1310.081176,3.157907,114321.820534,275.56893,19927.65679,48.034951,5235.809676,0.0,0.0,0.0,0.825688,0.0,90.0,1862188.83,3631.607545,8452.553637,54.052774,246.153874,0.321461,69.909423,0.342562,20.0,0.183486,0.0,17.0,0.155963,0.0,0.0,1.0,0.0,149.88051,1.749701,109.0,0.0,0.174312,0.0,19.0,0.0,0.0,0.0,53.0,0.486239,0.0,109
qwen3,4B,q4_k_m,dbbench,1.333333,2.623878,0.007128,5.745511,0.014637,0.428889,0.001571,128.666667,0.995556,0.003143,497305.158862,18176.580204,7.776553,0.09309,3492646.374529,4457.605148,202.206465,25070.643131,1124.725235,11642.154582,484.248342,145274.502519,0.004444,0.003143,1.333333,0.531111,0.001571,159.333333,2995341.215667,127267.770408,8484.003621,55.622969,240.041427,1.67209,68.324571,0.440125,0.0,0.0,0.0,2.0,0.006667,0.0,0.0,1.0,0.0,303.899059,217.085131,298.666667,0.0,0.464444,0.001571,139.333333,0.0,0.0,0.0,28.666667,0.095556,0.001571,300
qwen3,4B,q4_k_m,os,3.0,3.247339,0.048794,6.935406,0.052867,0.439815,0.023607,63.333333,0.972222,0.00567,407393.71267,12307.388581,8.200374,0.069568,2889086.336337,6360.571409,301.767025,55989.218001,2311.595566,20063.099558,539.214567,77646.897704,0.027778,0.00567,4.0,0.613426,0.017322,88.333333,2481692.623667,65553.779331,8492.990856,63.116252,249.809314,0.532541,71.635385,0.184582,0.0,0.0,0.0,9.0,0.0625,0.01134,1.0,1.0,0.0,306.384827,220.407304,140.0,0.0,0.358796,0.014269,51.666667,0.027778,0.0,4.0,12.0,0.083333,0.01134,144
qwen3,4B,q4_k_m,webshop,4.666667,6.378038,0.088942,13.251119,0.167799,0.026667,0.004714,5.333333,0.976667,0.012472,510095.021711,53545.80667,8.016726,0.121727,3729004.779544,2994.53848,322.387957,26289.893261,3017.841386,18645.023898,1948.475341,389695.068295,0.023333,0.012472,4.666667,0.266667,0.006236,53.333333,3218909.757833,336404.560659,8452.249271,49.800146,255.061717,3.914428,71.794654,1.122445,0.0,0.0,0.0,7.666667,0.038333,0.008498,0.0,0.633231,0.005105,151.265303,2.177827,195.333333,0.0,0.71,0.007071,142.0,0.0,0.0,0.0,40.333333,0.201667,0.006236,200
qwen3,4B,q8_0,alfworld,0.0,15.256881,0.0,31.944954,0.0,0.0,0.0,0.0,1.0,0.0,407476.723984,1580.835924,8.071348,0.10156,2813459.946984,1691.797924,1.415999,187563.996466,156.98704,25811.559147,21.603721,2354.805606,0.0,0.0,0.0,0.862385,0.0,94.0,2405983.223,3451.01556,10154.162974,45.954508,243.131743,0.450107,77.190601,0.079211,28.0,0.256881,0.0,8.0,0.073394,0.0,0.0,1.0,0.0,150.474186,1.749315,109.0,0.0,0.137615,0.0,15.0,0.0,0.0,0.0,58.0,0.53211,0.0,109
qwen3,4B,q8_0,dbbench,0.333333,2.90544,0.008439,6.047808,0.014948,0.446667,0.007201,134.0,0.998889,0.001571,678889.862842,11586.673367,7.687748,0.129788,4730440.940175,5433.251952,95.017055,33469.563123,512.24653,15768.136467,262.285482,78685.644624,0.001111,0.001571,0.333333,0.527778,0.001571,158.333333,4051551.077333,67631.997659,10176.086253,56.324802,236.651344,0.489133,75.940017,0.169309,0.0,0.0,0.0,2.0,0.006667,0.0,0.0,1.0,0.0,304.999217,217.576824,299.666667,0.0,0.471111,0.001571,141.333333,0.0,0.0,0.0,22.333333,0.074444,0.005666,300
qwen3,4B,q8_0,os,1.0,3.086854,0.01447,6.58216,0.041596,0.421296,0.006547,60.666667,0.986111,0.0,491254.772171,37121.945093,7.773326,0.027887,3491790.602504,7968.842356,642.815851,65415.603688,7704.633205,24248.545851,1858.278475,267592.100348,0.013889,0.0,2.0,0.613426,0.017322,88.333333,3000535.830333,230530.810096,10188.14624,49.832124,241.305893,0.620238,77.571886,0.180757,0.0,0.0,0.0,5.0,0.034722,0.015002,1.0,1.0,0.0,304.738632,217.884593,142.0,0.0,0.372685,0.017322,53.666667,0.034722,0.00567,5.0,17.666667,0.122685,0.023607,144
qwen3,4B,q8_0,webshop,2.666667,5.921184,0.095099,12.352322,0.166597,0.026667,0.006236,5.333333,0.986667,0.008498,570964.916283,39993.42663,7.737444,0.055916,4064693.399617,3478.351737,245.228947,26828.855736,2290.605921,20323.466998,1516.507075,303301.415054,0.013333,0.008498,2.666667,0.228333,0.012472,45.666667,3493728.483333,263403.876585,10149.006747,51.591474,245.440262,2.540776,77.166195,0.59761,0.0,0.0,0.0,8.333333,0.041667,0.010274,0.0,0.638051,0.012028,151.881948,1.577571,197.333333,0.0,0.758333,0.015456,151.666667,0.0,0.0,0.0,32.0,0.16,0.021602,200
qwen3,8B,bf16,alfworld,0.0,5.174312,0.0,11.376147,0.0,0.0,0.0,0.0,1.0,0.0,54257.770605,5375.379121,4.831034,0.100927,261570.184772,463.776923,8.97416,87190.061591,1687.142081,2399.726466,46.435103,5061.426244,0.0,0.0,0.0,0.972477,0.0,106.0,207312.414167,318.79479,20526.233241,56.915125,146.874086,0.302505,40.072013,0.605331,100.0,0.917431,0.0,0.0,0.0,0.0,0.0,1.0,0.0,147.641082,1.556583,109.0,0.0,0.027523,0.0,3.0,0.0,0.0,0.0,6.0,0.055046,0.0,109
qwen3,8B,bf16,dbbench,0.0,2.713333,0.007201,6.108889,0.012273,0.383333,0.0,115.0,1.0,0.0,139521.313938,6950.562358,4.077197,0.118609,740619.922938,909.871719,15.223376,7936.225408,157.856322,2468.733076,38.693876,11608.16274,0.0,0.0,0.0,0.688889,0.003143,206.666667,601098.609,5132.042873,20543.692463,51.823368,148.404901,0.678759,41.821375,0.334632,0.0,0.0,0.0,70.666667,0.235556,0.003143,0.0,1.0,0.0,303.330693,218.946503,300.0,0.0,0.311111,0.003143,93.333333,0.0,0.0,0.0,21.0,0.07,0.0,300
qwen3,8B,bf16,os,7.333333,2.446239,0.030171,5.755922,0.053114,0.384259,0.006547,55.333333,0.949074,0.003274,166684.039941,5510.361589,5.982911,0.127182,1087165.723108,3254.827927,197.57473,26108.584315,1468.084203,7549.761966,335.943214,48375.822873,0.050926,0.003274,7.333333,0.659722,0.0,95.0,920481.683167,42869.409981,20583.420358,46.947883,207.496407,1.925675,67.856934,1.029613,0.0,0.0,0.0,7.0,0.048611,0.0,0.0,1.0,0.0,305.247516,220.689142,136.666667,0.0,0.289352,0.003274,41.666667,0.030093,0.003274,4.333333,28.333333,0.196759,0.003274,144
qwen3,8B,bf16,webshop,0.0,3.963333,0.070277,12.953333,0.156009,0.0,0.0,0.0,1.0,0.0,176240.379133,5227.880124,6.255913,0.043969,1035933.763967,1307.363158,27.519445,20886.137681,830.625756,5179.66882,33.939257,6787.851356,0.0,0.0,0.0,0.751667,0.008498,150.333333,859693.384833,10387.403004,20540.771452,55.706866,185.193186,1.535561,57.06612,0.821728,0.0,0.0,0.0,133.666667,0.668333,0.008498,0.0,0.572938,0.013189,149.518004,1.814316,200.0,0.0,0.248333,0.008498,49.666667,0.0,0.0,0.0,16.666667,0.083333,0.004714,200
qwen3,8B,q4_k_m,alfworld,0.0,5.614679,0.0,12.394495,0.0,0.0,0.0,0.0,1.0,0.0,39250.929868,6593.480737,4.051056,0.194212,174736.448368,285.517072,12.26217,174736.448368,7504.448115,1603.086682,68.848148,7504.448115,0.0,0.0,0.0,0.990826,0.0,108.0,135485.5185,1305.683481,11458.474184,872.38168,116.471037,1.379833,20.251593,0.566757,100.0,0.917431,0.0,0.0,0.0,0.0,0.0,1.0,0.0,147.613779,1.844926,109.0,0.0,0.009174,0.0,1.0,0.0,0.0,0.0,8.0,0.073394,0.0,109
qwen3,8B,q4_k_m,dbbench,0.0,2.427658,0.016268,5.722811,0.033441,0.433333,0.0,130.0,0.997778,0.003143,101256.269496,7420.568107,2.634014,0.151241,456641.850829,628.488086,18.890236,5056.951794,174.9914,1522.139503,39.096892,11729.067569,0.002222,0.003143,0.666667,0.696667,0.007201,209.0,355385.581333,5661.552652,10558.695557,54.095755,108.433869,2.066604,17.84549,0.57622,0.0,0.0,0.0,58.333333,0.194444,0.004157,0.333333,1.0,0.0,303.496179,219.167704,299.333333,0.333333,0.301111,0.004157,90.333333,0.0,0.0,0.0,20.666667,0.068889,0.004157,300
qwen3,8B,q4_k_m,os,4.0,2.544365,0.012228,5.947242,0.016957,0.347222,0.00567,50.0,0.965278,0.0,122441.85493,2352.827292,5.457265,0.063842,847394.869596,2396.531169,144.838866,20148.262037,2353.945546,5884.686594,334.993239,48239.026465,0.034722,0.0,5.0,0.671296,0.016368,96.666667,724953.014667,45915.541765,10599.592816,66.854308,213.183889,3.328443,52.411607,1.183679,0.0,0.0,0.0,12.333333,0.085648,0.011803,1.0,1.0,0.0,304.927906,220.586666,139.0,0.0,0.293981,0.016368,42.333333,0.027778,0.01134,4.0,30.333333,0.210648,0.003274,144
qwen3,8B,q4_k_m,webshop,0.0,3.246667,0.059489,9.785,0.123288,0.0,0.0,0.0,1.0,0.0,106589.867617,6855.701823,5.759524,0.057815,608133.534117,936.854476,21.08532,20998.703854,3297.951004,3040.667671,43.200487,8640.097422,0.0,0.0,0.0,0.851667,0.022485,170.333333,501543.6665,8076.107936,10559.829339,52.743855,166.042117,2.090481,37.14447,0.886867,0.0,0.0,0.0,129.0,0.645,0.008165,0.0,0.607771,0.028065,149.003722,1.742462,200.0,0.0,0.148333,0.022485,29.666667,0.0,0.0,0.0,41.333333,0.206667,0.019293,200
qwen3,8B,q8_0,alfworld,0.0,5.761468,0.0,12.59633,0.0,0.0,0.0,0.0,1.0,0.0,40942.023662,608.591526,4.346113,0.075674,202141.615329,321.881553,2.993946,67380.538443,626.732682,1854.510232,17.249523,1880.198045,0.0,0.0,0.0,0.972477,0.0,106.0,161199.591667,1321.43926,13761.385589,67.444538,125.81938,0.875139,27.666287,0.8914,94.0,0.862385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,147.261709,2.296445,109.0,0.0,0.027523,0.0,3.0,0.0,0.0,0.0,12.0,0.110092,0.0,109
qwen3,8B,q8_0,dbbench,0.0,2.756667,0.014142,6.141111,0.021999,0.383333,0.0,115.0,1.0,0.0,113376.085706,1898.027933,3.399341,0.190098,548044.712373,662.70901,9.871014,6000.636112,88.21412,1826.815708,25.345268,7603.580459,0.0,0.0,0.0,0.695556,0.001571,208.666667,434668.626667,5767.762334,13781.706353,49.106818,124.008874,1.060763,27.625191,0.383984,0.0,0.0,0.0,76.666667,0.255556,0.001571,0.0,1.0,0.0,301.980641,216.666381,300.0,0.0,0.304444,0.001571,91.333333,0.0,0.0,0.0,17.0,0.056667,0.0,300
qwen3,8B,q8_0,os,5.0,2.517986,0.005874,5.872902,0.013566,0.421296,0.003274,60.666667,0.965278,0.0,137692.767422,3026.100565,5.761746,0.079253,926351.294255,2646.637,76.041042,22230.988172,353.889855,6432.995099,191.878015,27630.434212,0.034722,0.0,5.0,0.675926,0.006547,97.333333,788658.526833,25606.245691,13802.968453,59.015173,207.97108,2.298086,60.37895,0.635787,0.0,0.0,0.0,4.333333,0.030093,0.008661,0.0,1.0,0.0,303.083226,217.757063,139.0,0.0,0.289352,0.006547,41.666667,0.016204,0.003274,2.333333,30.0,0.208333,0.01134,144
qwen3,8B,q8_0,webshop,0.0,3.938333,0.004714,12.771667,0.067987,0.0,0.0,0.0,1.0,0.0,130515.520772,9063.313177,5.883748,0.122601,726788.082105,922.734858,22.792174,17240.122152,3108.622341,3633.940411,85.901599,17180.319887,0.0,0.0,0.0,0.783333,0.032745,156.666667,596272.561333,8860.06701,13972.9301,261.801648,165.200017,0.68071,43.12216,1.05171,0.0,0.0,0.0,137.0,0.685,0.038944,0.0,0.596338,0.012271,150.13187,2.008926,200.0,0.0,0.216667,0.032745,43.333333,0.0,0.0,0.0,19.666667,0.098333,0.008498,200
